CaseID,Description,Resource Allocation Strategy,Throughput Maximization Outcome,Load Balancing Outcome,Optimization Label,idx
06697,Educational campus with uniform demand across classrooms and study areas.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,96.0
06698,Smart city infrastructure with IoT sensors.,SmartCity-Priority Allocation,Very High,Balanced,RealTimeOptimization,97.0
06699,Coastal region with tourist-based economy.,Tourism-Centric Allocation,Medium,Balanced,TourismOptimization,98.0
06700,Mixed residential and commercial area with nightlife activities affecting network load.,MixedUseOptimization,High,Balanced,MixedUseOptimization,99.0
06701,Urban area with high user density and varied usage patterns.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,0.0
06702,"Suburban area with moderate usage, peak during evenings.",Static Spectrum Allocation,Medium,Unbalanced,StaticSpectrumOptimization,1.0
06703,Industrial area with critical real-time monitoring needs.,Priority-based Allocation,Very High,Balanced,RealTimeOptimization,2.0
06704,Rural area with low density and low usage.,Low Priority Allocation,Low,Unbalanced,RuralOptimization,3.0
06705,Mixed-use area with varying high-demand sectors.,Adaptive Resource Allocation,High,Balanced,MixedUseOptimization,4.0
06706,City center with high-rise buildings causing signal reflections.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,5.0
06707,Urban center with consistent traffic patterns.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,6.0
06708,Heavy industrial zone with critical IoT devices.,Priority-based Real-time Allocation,Very High,Balanced,RealTimeOptimization,7.0
06709,Small town with seasonal tourist traffic.,Dynamic Bandwidth Allocation,Medium,Balanced,DynamicBandwidthOptimization,8.0
06710,Downtown commercial district with high foot traffic and diverse service requirements.,MixedUseOptimization,High,Balanced,MixedUseOptimization,9.0
06711,A downtown area with high-rise buildings causing signal reflection.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,10.0
06712,Residential area with sporadic high demand during weekends.,Fixed Bandwidth Allocation,Medium,Balanced,StaticSpectrumOptimization,11.0
06713,Factory floor with automated machinery and real-time communication needs.,Priority-based Allocation with Machine Learning Prediction,Very High,Balanced,RealTimeOptimization,12.0
06714,Urban area with high user density and varied usage patterns.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,13.0
06715,Commercial district with high-rise office buildings and retail spaces.,Segmented Resource Allocation,High,Balanced,SegmentedSectorOptimization,14.0
06716,Small town with low population but hosting a major sports event.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,15.0
06717,Commercial area with steady demand throughout the day.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,16.0
06718,High-density event area with sporadic usage.,Dynamic Spectrum Allocation,High,Unbalanced,RealTimeOptimization,17.0
06719,Remote agricultural area with low population.,Minimal Bandwidth Allocation,Low,Unbalanced,AgriculturalAreaOptimization,18.0
06720,Residential area near a university campus with high data demand during exam periods.,MixedUseOptimization,Medium,Balanced,MixedUseOptimization,19.0
06721,A stadium with varying crowd density during events.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,20.0
06722,Financial district with consistent high traffic during work hours.,Fixed Bandwidth Allocation,Very High,Balanced,StaticSpectrumOptimization,21.0
06723,Healthcare facility with critical patient monitoring systems.,Priority-based Allocation with Real-time Traffic Analysis,Very High,Balanced,RealTimeOptimization,22.0
06724,"Suburban area with moderate usage, peak during evenings.",Static Spectrum Allocation,Medium,Unbalanced,StaticSpectrumOptimization,23.0
06725,"Neighborhood with schools, clinics, and apartment buildings.",Service-based Allocation,Medium,Unbalanced,ServicePriorityOptimization,24.0
06726,Industrial district with multiple high-bandwidth applications.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,25.0
06727,High-rise residential area with consistent peak times.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,26.0
06728,Disaster-affected area with emergency communication needs.,Emergency-Priority Allocation,Very High,Balanced,RealTimeOptimization,27.0
06729,Countryside with intermittent usage.,Predictive Allocation,Medium,Balanced,PredictiveOptimization,28.0
06730,Areas close to airports with significant data transmission requirements for both commercial and personal use.,MixedUseOptimization,Very High,Balanced,MixedUseOptimization,29.0
06731,A financial district with numerous high-speed data requirements.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,30.0
06732,Campus area with fluctuating usage between classes.,Fixed Bandwidth Allocation,High,Unbalanced,StaticSpectrumOptimization,31.0
06733,Smart city district with IoT devices generating continuous data.,Adaptive Resource Allocation with Predictive Analytics,High,Balanced,RealTimeOptimization,32.0
06734,Industrial area with critical real-time monitoring needs.,Priority-based Allocation,Very High,Balanced,RealTimeOptimization,33.0
06735,Residential area with sports facilities and local government buildings.,Event-based Allocation,Medium,Balanced,EventSchedulingOptimization,34.0
06736,"Dense urban area with a mix of commercial, residential, and government buildings.",Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,35.0
06737,Industrial zone with regular heavy usage in mornings.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,36.0
06738,Military base with constant and critical communication.,Military-Priority Allocation,Very High,Balanced,RealTimeOptimization,37.0
06739,Hilly terrain with challenging topography.,Mobility Optimization,Low,Unbalanced,TopographicalChallengesOptimization,38.0
06740,"City center with a mix of retail, office spaces, and entertainment venues with peak usage times.",MixedUseOptimization,High,Balanced,MixedUseOptimization,39.0
06741,A city with frequent public events leading to variable network demand.,Dynamic Spectrum Allocation,Medium,Balanced,DynamicSpectrumOptimization,40.0
06742,Small town with occasional influx of visitors during local events.,Fixed Bandwidth Allocation,Low,Balanced,StaticSpectrumOptimization,41.0
06743,Critical infrastructure network during a natural disaster.,Dynamic Spectrum Allocation with Emergency Priority,High,Balanced,RealTimeOptimization,42.0
06744,Rural area with low density and low usage.,Low Priority Allocation,Low,Unbalanced,RuralOptimization,43.0
06745,Mixed residential and commercial zone with scheduled business hours.,Time-based Allocation,Medium,Balanced,TimeSchedulingOptimization,44.0
06746,Tourist attraction area during peak season with an influx of visitors.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,45.0
06747,Healthcare facility with non-stop 24/7 demand.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,46.0
06748,Sports stadium during peak events.,Event-based Dynamic Allocation,Very High,Unbalanced,RealTimeOptimization,47.0
06749,Regional center with sparse connectivity infrastructure.,Area Expansion Strategy,Medium,Unbalanced,InfrastructureDevelopmentOptimization,48.0
06750,Suburban neighborhood with occasional high usage for sports events and community gatherings.,MixedUseOptimization,Medium,Balanced,MixedUseOptimization,49.0
06751,A university campus with diverse connectivity needs for classrooms and dormitories.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,50.0
06752,Commercial area with consistent traffic throughout the day.,Fixed Bandwidth Allocation,Very High,Balanced,StaticSpectrumOptimization,51.0
06753,Entertainment district with high-density event spaces.,Priority-based Allocation with Crowd-sourced Demand Forecasting,High,Balanced,RealTimeOptimization,52.0
06754,Mixed-use area with varying high-demand sectors.,Adaptive Resource Allocation,High,Balanced,MixedUseOptimization,53.0
06755,Area with high-density retail zones and adjacent entertainment venues.,Event-driven Allocation,High,Unbalanced,EventDrivenOptimization,54.0
06756,Historic city center with narrow streets and older buildings.,Dynamic Spectrum Allocation,Medium,Unbalanced,DynamicSpectrumOptimization,55.0
06757,Public transportation hub with predictable usage spikes.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,56.0
06758,Hospital with critical health monitoring devices.,Healthcare-Priority Allocation,Very High,Balanced,RealTimeOptimization,57.0
06759,Isolated village with a small local community.,Community-Centric Allocation,Low,Unbalanced,CommunityCentricOptimization,58.0
06760,"Mixed-use urban zone combining residential, commercial, and entertainment spaces.",MixedUseOptimization,Very High,Balanced,MixedUseOptimization,59.0
06761,A major hospital with critical telemedicine applications.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,60.0
06762,Off-peak residential area with minimal usage.,Fixed Bandwidth Allocation,Low,Unbalanced,StaticSpectrumOptimization,61.0
06763,Education campus with multiple wireless classrooms and high student density.,Adaptive Resource Allocation with Student Occupancy Tracking,High,Balanced,RealTimeOptimization,62.0
06764,High-rise urban complex with dense usage and multiple demand areas.,Multi-layered Allocation,Very High,Balanced,UrbanHighRiseOptimization,63.0
06765,Urban area with a central park and surrounding office and residential buildings.,Green Space Optimization,Medium,Balanced,GreenSpaceOptimization,64.0
06766,Seasonal agricultural region with periodic high demand for connectivity.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,65.0
06767,Financial district with high-frequency trading activities.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,66.0
06768,Public transport hub with high and variable usage.,Transit-Priority Allocation,High,Balanced,RealTimeOptimization,67.0
06769,Low-population rural area with essential services.,Minimum Requirement Allocation,Very Low,Unbalanced,EssentialServicesOptimization,68.0
06770,Urban district with high-rise buildings and dense usage patterns with multiple access points.,MixedUseOptimization,High,Balanced,MixedUseOptimization,69.0
06771,A government building with high-security communications.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,70.0
06772,Educational institution with high evening usage due to student activities.,Fixed Bandwidth Allocation,High,Balanced,StaticSpectrumOptimization,71.0
06773,Industrial zone with numerous sensors and real-time control systems.,Priority-based Allocation with Sensor Data Analysis,Very High,Balanced,RealTimeOptimization,72.0
06774,Tourist destination with seasonal usage peaks.,Temporal Dynamic Allocation,Medium,Balanced,SeasonalTouristOptimization,73.0
06775,Industrial area with factories and a residential zone nearby.,Priority Allocation for Industry,High,Unbalanced,IndustryPriorityOptimization,74.0
06776,Shopping mall with multiple retailers and high foot traffic.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,75.0
06777,Sports complex with events scheduled during weekends.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,76.0
06778,Airport with frequent high-demand communication periods.,Airport-Priority Allocation,Very High,Balanced,RealTimeOptimization,77.0
06779,Rural area with sporadic connectivity due to natural barriers.,Geographical Mapping,Medium,Balanced,GeographicalMappingOptimization,78.0
